user_vec,shop_vec,distance [m],cosθ,id,shop_name,URL,genre,oaiso_genre,lat,lng,address,budget_lunch_min,budget_lunch_max,budget_dinner_min,budget_dinner_max
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",435.72360805193506,1.0,64268,築地 ナカシマルシェ 八重洲店,https://tabelog.com/tokyo/A1302/A130201/13196000/,バル・バール,バー・お酒,35.67989136,139.7674682,東京都中央区八重洲2-1八重洲地下街南1,1000,1999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",376.1971342025245,1.0,60933,ふくじゅう 東京駅八重洲地下街店,https://tabelog.com/tokyo/A1302/A130201/13039042/,お好み焼き,Ｂ級和食,35.67848944,139.7657644,東京都中央区八重洲2-1八重洲地下街外堀地下2番通り,0,999,4000,4999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",492.73084596255603,1.0,64914,升寿司 南店,https://tabelog.com/tokyo/A1302/A130201/13048012/,寿司,高級和食,35.680535,139.7685125,東京都中央区八重洲1-8-7第１０７東京ビル１Ｆ,0,999,5000,5999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",415.3786394360724,1.0,63168,はなの膳 八重洲,https://tabelog.com/tokyo/A1302/A130201/13189692/,和食（その他）,Ｂ級和食,35.67972472,139.7675756,東京都中央区八重洲2-1-43F,,,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",352.95787822390406,1.0,62716,ひょうたん屋 1丁目店,https://tabelog.com/tokyo/A1301/A130101/13002434/,うなぎ,高級和食,35.67318444,139.7671411,東京都中央区銀座1-13-9栄楽ビル　１Ｆ,2000,2999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",274.13860190673864,1.0,63361,尊 京橋店,https://tabelog.com/tokyo/A1302/A130202/13102124/,居酒屋、焼酎バー、郷土料理（その他）,高級和食,35.67675167,139.7716289,東京都中央区京橋1-19-2鹿島ビル　１Ｆ,0,999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",254.9673680193224,1.0,60468,とんかつ富士,https://tabelog.com/tokyo/A1302/A130202/13054305/,とんかつ,Ｂ級和食,35.67640288,139.7659177,東京都中央区八重洲2-8-11,1000,1999,4000,4999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",415.3786394360724,1.0,58732,鳥の利久 八重洲口店,https://tabelog.com/tokyo/A1302/A130201/13185261/,居酒屋、和食（その他）,Ｂ級和食,35.67972472,139.7675756,東京都中央区八重洲2-1-47F,,,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",476.01714760900774,1.0,58886,宝月,https://tabelog.com/tokyo/A1302/A130202/13070037/,懐石・会席料理、割烹・小料理,高級和食,35.67980694,139.7713498,東京都中央区日本橋3-7-8,0,999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",465.3616308862463,1.0,62331,木挽町ふなちゅう,https://tabelog.com/tokyo/A1302/A130202/13043575/,居酒屋,居酒屋,35.67190278,139.7687017,東京都中央区銀座1-22-12藤和一丁目ビル　B1F,0,999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",276.3757036959861,1.0,63958,備長炭や いこる,https://tabelog.com/tokyo/A1302/A130202/13119170/,居酒屋、ろばた焼き、定食・食堂,Ｂ級和食,35.6736325,139.7691525,東京都中央区銀座1-19-3ウイステーリアビル　１Ｆ,0,999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",343.4811931247208,1.0,59360,大衆割烹 三州屋 銀座一丁目店,https://tabelog.com/tokyo/A1301/A130101/13002439/,居酒屋、定食・食堂,高級和食,35.67467722,139.7653375,東京都中央区銀座1-6-15,1000,1999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",414.269336113284,1.0,64079,玉乃光酒蔵 八重洲地下街店,https://tabelog.com/tokyo/A1302/A130201/13011510/,居酒屋、日本酒バー、魚介料理・海鮮料理,高級和食,35.67928278,139.7663225,東京都中央区八重洲地下街南1号八重洲地下街　オレンジロード,0,999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",498.6689142767688,1.0,59465,かく山,https://tabelog.com/tokyo/A1302/A130203/13056498/,居酒屋、定食・食堂,居酒屋,35.676045,139.7742169,東京都中央区八丁堀2丁目18-7,0,999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",332.78048939819234,1.0,61617,ジェントルハウス,https://tabelog.com/tokyo/A1301/A130101/13113529/,バー,バー・お酒,35.67328783,139.7674211,東京都中央区銀座1-14-14,,,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",427.5444453661739,1.0,58945,お食事処 すいしんたい乃家,https://tabelog.com/tokyo/A1302/A130201/13045111/,割烹・小料理、日本酒バー,高級和食,35.6795175,139.7665342,東京都中央区八重洲2-1八重洲地下街外堀地下2番通り,1000,1999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",203.8552595249208,1.0,58802,新橋やきとん 京橋店,https://tabelog.com/tokyo/A1302/A130202/13207076/,焼きとん,Ｂ級和食,35.6777858,139.7695959,東京都中央区京橋1-6-5,,,4000,4999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",419.1791109361984,1.0,52614,すし京辰  東京駅サウスタワー店,https://tabelog.com/tokyo/A1302/A130201/13052222/,寿司、アイスクリーム,高級和食,35.67852944,139.7651661,東京都千代田区丸の内1-9-2グラントウキョウサウスタワーB1Ｆ,1000,1999,5000,5999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",461.83403692835094,1.0,63484,ビストロ石川亭 銀座店,https://tabelog.com/tokyo/A1301/A130101/13197435/,ビストロ、フレンチ,洋食・西洋料理,35.67411306,139.7642244,東京都中央区銀座2-4-6銀座ベルビア館8F,1000,1999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",418.3739276692582,1.0,62719,一番どり 八重洲口店,https://tabelog.com/tokyo/A1302/A130201/13058789/,居酒屋、串焼き,居酒屋,35.67977778,139.7677056,東京都中央区八重洲2-1-4松勇八重洲ビル　Ｂ１Ｆ,0,999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",445.6204767524813,1.0,64289,shiokara,https://tabelog.com/tokyo/A1301/A130101/13002280/,バー、割烹・小料理,高級和食,35.673075,139.7654669,東京都中央区銀座2-7-7銀座ロビービル　Ｂ１Ｆ,,,4000,4999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",424.3020084828848,1.0,61455,那須高原の食卓　なすの屋 銀座,https://tabelog.com/tokyo/A1301/A130101/13192468/,野菜料理、居酒屋、創作料理,創作料理・無国籍料理,35.67336639,139.7654278,東京都中央区銀座2-7-18メルサginza-24F,1000,1999,,
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",498.9633026320801,1.0,60983,森川,https://tabelog.com/tokyo/A1313/A131301/13171163/,居酒屋・ダイニングバー（その他）、鳥料理,Ｂ級和食,35.67167083,139.7677342,東京都中央区銀座2-13-17,1000,1999,5000,5999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",497.8354635601018,1.0,60077,かつ新,https://tabelog.com/tokyo/A1302/A130203/13048387/,とんかつ,Ｂ級和食,35.67614111,139.7742078,東京都中央区八丁堀2-18-3,1000,1999,4000,4999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",408.37028704592854,1.0,62205,BAR オーパ 銀座,https://tabelog.com/tokyo/A1301/A130101/13002248/,バー,バー・お酒,35.67481583,139.7644803,東京都中央区銀座1-4-8銀座ビッグウエストビル5号館　B1Ｆ,,,4000,4999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",129.60527148829664,1.0,61344,天ささ,https://tabelog.com/tokyo/A1302/A130202/13039920/,天ぷら,高級和食,35.67560041,139.7674132,東京都中央区京橋3-6-21十合ビル1階,0,999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",251.3235372130226,1.0,62255,世界の山ちゃん 銀座京橋店,https://tabelog.com/tokyo/A1313/A131301/13126156/,居酒屋、鳥料理、鍋（その他）,焼肉・ホルモン・鍋,35.67576215,139.7659634,東京都中央区京橋3-3-13平和ビル3号館B1,,,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",312.9297633090187,1.0,60216,Babelico,https://tabelog.com/tokyo/A1302/A130202/13212078/,バル・バール、イタリアン,洋食・西洋料理,35.67881222,139.7677739,東京都中央区京橋1-4-41F～B1F,0,999,,
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",240.54222496084606,1.0,62462,Bar Terra,https://tabelog.com/tokyo/A1301/A130101/13022998/,スペイン料理、ダイニングバー,洋食・西洋料理,35.67539083,139.7661969,東京都中央区京橋3-4-4,0,999,4000,4999
"1,0,0,0,1","3.0,0.0,0.0,0.0,3.0",90.55133091861929,1.0,61612,酒 龍馬,https://tabelog.com/tokyo/A1302/A130202/13033536/,居酒屋、日本酒バー、焼酎バー,バー・お酒,35.67689801,139.7689006,東京都中央区京橋2-7-15鈴木ビル１階,0,999,4000,4999
"1,0,0,0,1","3.0,3.0,0.0,0.0,3.0",459.01485951915794,0.816496580928,60337,サニーズ,https://tabelog.com/tokyo/A1302/A130201/13061281/,居酒屋、定食・食堂,居酒屋,35.679455,139.7657475,東京都中央区八重洲2-1八重洲地下街南1号外堀地下1番通り,0,999,3000,3999
"1,0,0,0,1","3.0,3.0,0.0,0.0,3.0",203.22992073698364,0.816496580928,60621,焼き鳥　つくね 京橋店,https://tabelog.com/tokyo/A1302/A130202/13142142/,焼鳥,Ｂ級和食,35.67771919,139.7697515,東京都中央区京橋1-6-6金葉ビル別館1F,0,999,3000,3999
"1,0,0,0,1","3.0,3.0,0.0,0.0,3.0",469.0711354692072,0.816496580928,62348,豆乳豚しゃぶ 五元豚,https://tabelog.com/tokyo/A1301/A130101/13091451/,しゃぶしゃぶ,焼肉・ホルモン・鍋,35.67401889,139.7641969,東京都中央区銀座2-4-6銀座ベルビア館7Ｆ,1000,1999,5000,5999
"1,0,0,0,1","3.0,3.0,0.0,0.0,3.0",78.94042496903833,0.816496580928,62253,Halco,https://tabelog.com/tokyo/A1302/A130201/13158959/,ワインバー、バー、バー・お酒（その他）,バー・お酒,35.67600531,139.7695737,東京都中央区京橋2-12-2京橋三貴ビル1F,,,3000,3999
"1,0,0,0,1","3.0,3.0,0.0,0.0,3.0",316.96850297036934,0.816496580928,61378,加賀屋 東京駅前店,https://tabelog.com/tokyo/A1302/A130202/13050800/,居酒屋、もつ焼き、魚介料理・海鮮料理,高級和食,35.67868806,139.7672344,東京都中央区八重洲2-3-7,0,999,3000,3999
"1,0,0,0,1","3.0,0.0,3.0,0.0,3.0",470.2885752533856,0.816496580928,62247,tetote,https://tabelog.com/tokyo/A1301/A130102/13156136/,創作料理、すき焼き、しゃぶしゃぶ,焼肉・ホルモン・鍋,35.67402917,139.7641744,東京都中央区銀座2-4-6銀座ベルビア館8F,2000,2999,,
"1,0,0,0,1","3.0,0.0,3.0,0.0,3.0",486.2734957331021,0.816496580928,64847,Kaoru ginza ～香る銀座～,https://tabelog.com/tokyo/A1301/A130101/13197082/,居酒屋、創作料理、洋食,創作料理・無国籍料理,35.67254368,139.7655648,東京都中央区銀座2-8-12ユニデン銀座ビル8F,1000,1999,,
"1,0,0,0,1","3.0,3.0,0.0,0.0,3.0",246.17960810543264,0.816496580928,60531,京橋 かよう亭,https://tabelog.com/tokyo/A1301/A130101/13110838/,居酒屋,居酒屋,35.67557753,139.7660653,東京都中央区京橋3-3-12山京ビル　Ｂ１Ｆ,0,999,,
"1,0,0,0,1","3.0,3.0,0.0,0.0,3.0",459.1409403418665,0.816496580928,59616,串かつ でんがな 八重洲店,https://tabelog.com/tokyo/A1302/A130201/13205301/,居酒屋、串揚げ・串かつ、和食（その他）,Ｂ級和食,35.68023444,139.7686147,東京都中央区日本橋3-3-17財成八重洲ビル1F,0,999,3000,3999
"1,0,0,0,1","3.0,3.0,0.0,0.0,3.0",351.3332641801073,0.816496580928,61401,RINN’S CAFE DINING Full Full Range 八丁堀店,https://tabelog.com/tokyo/A1302/A130202/13174876/,インドカレー、バー、ダイニングバー,バー・お酒,35.67605111,139.7725894,東京都中央区八丁堀3-7-7原田ビル1F,0,999,,
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",159.3802178391963,0.707106781187,60292,新世界,https://tabelog.com/tokyo/A1302/A130202/13099828/,中華料理、居酒屋、上海料理,アジア・エスニック、中華料理,35.67706028,139.770015,東京都中央区京橋2-9-12日本工業1号館ビル　B1F,0,999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",184.13415604225602,0.707106781187,63135,TAVERNA UOKIN 京橋,https://tabelog.com/tokyo/A1302/A130202/13202693/,イタリアン、バル・バール、パスタ,洋食・西洋料理,35.67744722,139.7675264,東京都中央区京橋2-2-1京橋エドグラン1F,0,999,4000,4999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",292.1011116961709,0.707106781187,62286,俺のイタリアン TOKYO,https://tabelog.com/tokyo/A1301/A130101/13173949/,イタリアン、ピザ、パスタ,洋食・西洋料理,35.67420361,139.7664672,東京都中央区銀座1-8-19キラリト　ギンザB1F,4000,4999,4000,4999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",272.2170213806953,0.707106781187,63857,TOKYO Mar Mare,https://tabelog.com/tokyo/A1302/A130202/13146313/,バル・バール、スペイン料理、イタリアン,洋食・西洋料理,35.67785972,139.7666175,東京都中央区八重洲2-5-12プレリー八重洲ビル1F,1000,1999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",291.47604835219767,0.707106781187,64296,おでん処しおの,https://tabelog.com/tokyo/A1302/A130201/13161307/,おでん、割烹・小料理、魚介料理・海鮮料理,高級和食,35.67598694,139.7654922,東京都中央区八重洲2-10-7SHIONO八重洲ビル2号館2F,1000,1999,5000,5999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",466.81546109187855,0.707106781187,64784,美少年,https://tabelog.com/tokyo/A1302/A130202/13033811/,居酒屋、ちゃんこ鍋、日本酒バー,バー・お酒,35.68029944,139.7684606,東京都中央区八重洲1-8-9一六堂ビル　１Ｆ・２Ｆ,0,999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",244.8072663265919,0.707106781187,61301,村さ来 八重洲店,https://tabelog.com/tokyo/A1302/A130202/13059334/,居酒屋、魚介料理・海鮮料理、和食（その他）,Ｂ級和食,35.67652694,139.7660567,東京都中央区八重洲2-8-10松岡八重洲ビル　１Ｆ,0,999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",139.10406055662108,0.707106781187,60385,ブルーパパイアタイランド 京橋エドグラン店,https://tabelog.com/tokyo/A1302/A130202/13202740/,タイ料理、ダイニングバー、アジア・エスニック料理（その他）,バー・お酒,35.67712611,139.7678314,東京都中央区京橋2-2-1京橋エドグランB1F,1000,1999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",278.21723038462073,0.707106781187,64795,重慶府 八重洲,https://tabelog.com/tokyo/A1302/A130202/13033944/,四川料理、飲茶・点心、居酒屋,アジア・エスニック、中華料理,35.67777444,139.7664247,東京都中央区八重洲2-6-5八重洲玉の玉ビル　Ｂ１Ｆ,0,999,4000,4999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",138.22929542553348,0.707106781187,62666,国泰飯店,https://tabelog.com/tokyo/A1302/A130202/13042651/,中華料理,アジア・エスニック、中華料理,35.67656691,139.7672949,東京都中央区京橋2-4-12京橋第一生命ビル　２Ｆ,0,999,5000,5999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",260.00951838474236,0.707106781187,64155,ブラッスリー ドンピエール,https://tabelog.com/tokyo/A1301/A130101/13014922/,ビストロ、西洋各国料理（その他）、バル・バール,洋食・西洋料理,35.67406556,139.7672772,東京都中央区銀座1-10-19銀座一ビルヂング　１Ｆ,1000,1999,5000,5999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",454.8172223278491,0.707106781187,60786,純米酒専門　粋酔 日本橋東京店,https://tabelog.com/tokyo/A1302/A130202/13169597/,居酒屋、日本酒バー、魚介料理・海鮮料理,高級和食,35.67964,139.7712358,東京都中央区日本橋3-7-10タンペイ日本橋ビルB1F,,,5000,5999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",207.0365963336712,0.707106781187,58997,焼肉ビストロ 牛印 京橋エドグラン店,https://tabelog.com/tokyo/A1302/A130202/13202859/,ビストロ、焼肉,焼肉・ホルモン・鍋,35.67764701,139.7674357,東京都中央区京橋2-2-1京橋エドグランB1F,1000,1999,4000,4999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",475.7539488006623,0.707106781187,63464,すみだ川,https://tabelog.com/tokyo/A1302/A130202/13037408/,魚介料理・海鮮料理、天ぷら、割烹・小料理,高級和食,35.68036806,139.7682439,東京都中央区八重洲1-8-11,0,999,5000,5999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",341.5614784748565,0.707106781187,58687,タナゴコロ ザバー,https://tabelog.com/tokyo/A1301/A130101/13122362/,バー,バー・お酒,35.67393833,139.7660192,東京都中央区銀座1-8-15B1F,6000,7999,4000,4999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",438.200569909532,0.707106781187,64933,はし本のおばんざい,https://tabelog.com/tokyo/A1301/A130102/13159651/,京料理、和食（その他）,高級和食,35.67256861,139.7665344,東京都中央区銀座2-10-5銀座オオイビル2F,1000,1999,5000,5999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",494.79533785077183,0.707106781187,63606,やえす館,https://tabelog.com/tokyo/A1302/A130201/13036742/,焼肉,焼肉・ホルモン・鍋,35.68054167,139.7682636,東京都中央区八重洲1-8-6,,,5000,5999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",219.80581491046715,0.707106781187,62517,ラヴァロック,https://tabelog.com/tokyo/A1302/A130202/13167454/,洋食・欧風料理（その他）,洋食・西洋料理,35.67786914,139.7676237,東京都中央区京橋2-1-3コートヤード・バイ・マリオット東京ステーション1F,1000,1999,4000,4999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",253.61174897436766,0.707106781187,59975,龍記 京橋店,https://tabelog.com/tokyo/A1302/A130202/13172272/,居酒屋、中華料理,アジア・エスニック、中華料理,35.67560943,139.7659721,東京都中央区京橋3-3-13平和ビル3号館2F,0,999,4000,4999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",416.340896456051,0.707106781187,63589,とりまさ teppan tokyo！,https://tabelog.com/tokyo/A1302/A130201/13213527/,居酒屋、鉄板焼き,洋食・西洋料理,35.67973778,139.7675956,東京都中央区八重洲2-1-4,,,,
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",359.8976662432233,0.707106781187,61004,銀座イタリー亭,https://tabelog.com/tokyo/A1301/A130101/13002469/,イタリアン、パスタ、ピザ,洋食・西洋料理,35.67439917,139.7653217,東京都中央区銀座1-6-8第２上一ビルディング1F・B1F,1000,1999,5000,5999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",362.92513257187153,0.707106781187,61690,桂園 新富町店,https://tabelog.com/tokyo/A1302/A130202/13052225/,中華料理,アジア・エスニック、中華料理,35.67345583,139.7710739,東京都中央区新富1-3-16第2アサヒビルB1F・1F,0,999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",279.7223352936135,0.707106781187,62339,魚や一丁 銀座本店,https://tabelog.com/tokyo/A1301/A130101/13020785/,魚介料理・海鮮料理、居酒屋,高級和食,35.67510056,139.7658708,東京都中央区銀座1-2-3東京高速道路下・中央通り側　２F,0,999,4000,4999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",186.73987107402957,0.707106781187,64757,随園別館 京橋店,https://tabelog.com/tokyo/A1302/A130201/13155011/,中華料理、北京料理,アジア・エスニック、中華料理,35.67603917,139.7666475,東京都中央区京橋3-1-1東京スクエアガーデン2F,1000,1999,5000,5999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",237.50935740081204,0.707106781187,58848,カフェ ラ・ボエム G-Zone 銀座,https://tabelog.com/tokyo/A1301/A130101/13002645/,イタリアン、洋食、ワインバー,バー・お酒,35.67521833,139.7663167,東京都中央区銀座1-2-3Ｇ－Ｚｏｎｅ　銀座内１Ｆ,1000,1999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",350.3729583575921,0.707106781187,62052,カイバル,https://tabelog.com/tokyo/A1301/A130101/13026440/,インド料理、インドカレー,アジア・エスニック、中華料理,35.67305833,139.7676558,東京都中央区銀座1-14-6銀座1丁目ビル1F,1000,1999,4000,4999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",206.42748521845493,0.707106781187,63816,くふ楽 銀座店,https://tabelog.com/tokyo/A1302/A130202/13033926/,焼鳥、しゃぶしゃぶ、居酒屋,焼肉・ホルモン・鍋,35.67425667,139.7683742,東京都中央区銀座1-16-1東貨ビルB1F,0,999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",376.3678612458466,0.707106781187,61979,Bistro B.V.,https://tabelog.com/tokyo/A1302/A130202/13122534/,豚料理、バル・バール、ビストロ,洋食・西洋料理,35.67332889,139.7711119,東京都中央区新富1-3-15京橋プリズムビル1F,0,999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",452.6447069436916,0.707106781187,60105,ザ テラス アーバン リゾート,https://tabelog.com/tokyo/A1301/A130101/13172996/,無国籍料理、西洋各国料理（その他）、居酒屋・ダイニングバー（その他）,創作料理・無国籍料理,35.67356913,139.7647847,東京都中央区銀座2-6-16ゼニア銀座ビル13F,,,5000,5999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",382.9218652916472,0.707106781187,59348,あじわい東京 八丁堀店,https://tabelog.com/tokyo/A1302/A130202/13186269/,インド料理、ネパール料理、居酒屋,居酒屋,35.67597528,139.7729361,東京都中央区八丁堀3-14-2東八重洲シティービルB1F,0,999,4000,4999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",415.2727238054933,0.707106781187,59021,富昌丸,https://tabelog.com/tokyo/A1302/A130201/13189696/,居酒屋、魚介料理・海鮮料理、鍋（その他）,高級和食,35.67972361,139.767575,東京都中央区八重洲2-1-410F,,,4000,4999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",470.12760831480125,0.707106781187,58533,ラ ココリコ 銀座,https://tabelog.com/tokyo/A1301/A130101/13131530/,ビストロ、イタリアン、居酒屋,洋食・西洋料理,35.67403083,139.7641753,東京都中央区銀座2-4-6銀座ベルビア館8F,1000,1999,5000,5999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",416.69809126469715,0.707106781187,64292,九州 熱中屋 東京駅中央通りLIVE,https://tabelog.com/tokyo/A1302/A130201/13173961/,居酒屋、もつ鍋、餃子,居酒屋,35.67973472,139.7675647,東京都中央区八重洲2-1-4松勇八重洲B1F,4000,4999,5000,5999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",313.3951930329849,0.707106781187,62946,北海道料理ユック 銀座店,https://tabelog.com/tokyo/A1301/A130101/13014924/,居酒屋、郷土料理（その他）、魚介料理・海鮮料理,高級和食,35.67471972,139.7656867,東京都中央区銀座1-6-5銀座BビルB1F,0,999,5000,5999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",410.162105899246,0.707106781187,61920,青葉,https://tabelog.com/tokyo/A1302/A130202/13025344/,うなぎ,高級和食,35.67297194,139.7711292,東京都中央区新富町1-5-5,3000,3999,3000,3999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",326.1618803871617,0.707106781187,59397,八丁堀　朋,https://tabelog.com/tokyo/A1302/A130203/13055793/,割烹・小料理、居酒屋、日本酒バー,高級和食,35.67673722,139.7722253,東京都中央区八丁堀2-1-9第一カワナビル地B1F,1000,1999,4000,4999
"1,0,0,0,1","3.0,0.0,0.0,0.0,0.0",493.023004473094,0.707106781187,59578,中華料理 菜香菜 日本橋店,https://tabelog.com/tokyo/A1302/A130202/13196143/,中華料理,アジア・エスニック、中華料理,35.6791,139.7727231,東京都中央区日本橋3-13-5KDX日本橋313ビル1F,0,999,3000,3999
